,precision,recall,f1-score,support
85-100,0.7820069204152249,0.7533333333333333,0.767402376910017,300.0
ALL,0.984295415959253,0.9865985960433951,0.9854456602570912,4701.0
accuracy,0.9726054789042191,0.9726054789042191,0.9726054789042191,0.9726054789042191
macro avg,0.8831511681872389,0.8699659646883642,0.8764240185835541,5001.0
weighted avg,0.9721605332031624,0.9726054789042191,0.9723656792524678,5001.0
