,precision,recall,f1-score,support
0-40,0.1842355175688509,0.16760259179265657,0.17552589911784663,2315.0
40-65,0.16217391304347825,0.17838354854136776,0.16989296287861536,2091.0
accuracy,0.17271901951883795,0.17271901951883795,0.17271901951883795,0.17271901951883795
macro avg,0.17320471530616458,0.17299307016701215,0.172709430998231,4406.0
weighted avg,0.17376551868946957,0.17271901951883795,0.17285261957262815,4406.0
