,precision,recall,f1-score,support
0-40,0.8153153153153153,0.8454352441613588,0.8301021471753179,2355.0
ALL,0.8577569363032435,0.8295540438397582,0.8434197886647454,2646.0
accuracy,0.8370325934813038,0.8370325934813038,0.8370325934813038,0.8370325934813038
macro avg,0.8365361258092794,0.8374946440005585,0.8367609679200316,5001.0
weighted avg,0.837770930019186,0.8370325934813038,0.8371484337941992,5001.0
