,precision,recall,f1-score,support
0-40,0.11151079136690648,0.013362068965517242,0.02386451116243264,2320.0
65-85,0.019700214132762312,0.15699658703071673,0.0350076103500761,293.0
accuracy,0.029468044393417527,0.029468044393417527,0.029468044393417527,0.029468044393417527
macro avg,0.0656055027498344,0.08517932799811699,0.02943606075625437,2613.0
weighted avg,0.10121591990513677,0.029468044393417527,0.02511400525427326,2613.0
