,precision,recall,f1-score,support
0-40,0.9804836656767076,0.9871849636907305,0.9838229033631333,2341.0
65-85,0.8828125,0.8308823529411765,0.8560606060606061,272.0
accuracy,0.9709146574818217,0.9709146574818217,0.9709146574818217,0.9709146574818217
macro avg,0.9316480828383538,0.9090336583159535,0.9199417547118697,2613.0
weighted avg,0.9703165944696414,0.9709146574818217,0.9705234985157213,2613.0
