,precision,recall,f1-score,support
0-40,0.8277754326720135,0.8470842332613391,0.8373185311699403,2315.0
40-65,0.8262150220913107,0.8048780487804879,0.815406976744186,2091.0
accuracy,0.8270540172492056,0.8270540172492056,0.8270540172492056,0.8270540172492056
macro avg,0.8269952273816621,0.8259811410209135,0.8263627539570632,4406.0
weighted avg,0.8270348928344625,0.8270540172492056,0.8269197430845449,4406.0
