,precision,recall,f1-score,support
65-85,0.33634719710669075,0.6690647482014388,0.44765342960288806,278.0
ALL,0.97931654676259,0.9222951513868304,0.9499509322865555,4723.0
accuracy,0.9082183563287343,0.9082183563287343,0.9082183563287343,0.9082183563287343
macro avg,0.6578318719346403,0.7956799497941346,0.6988021809447218,5001.0
weighted avg,0.9435745993112121,0.9082183563287343,0.9220287755686872,5001.0
