,precision,recall,f1-score,support
40-65,0.9764373232799246,0.9857278782112274,0.9810606060606061,2102.0
85-100,0.8876404494382022,0.8257839721254355,0.855595667870036,287.0
accuracy,0.9665131854332356,0.9665131854332356,0.9665131854332356,0.9665131854332356
macro avg,0.9320388863590634,0.9057559251683315,0.9183281369653211,2389.0
weighted avg,0.9657698043211241,0.9665131854332356,0.9659880077932586,2389.0
