,precision,recall,f1-score,support
0-40,0.9931300987548304,0.990154109589041,0.9916398713826367,2336.0
85-100,0.9217687074829932,0.9442508710801394,0.9328743545611016,287.0
accuracy,0.9851315287838353,0.9851315287838353,0.9851315287838353,0.9851315287838353
macro avg,0.9574494031189118,0.9672024903345902,0.9622571129718691,2623.0
weighted avg,0.985321970926002,0.9851315287838353,0.985209942550086,2623.0
