epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9517462849617004,0.947292149066925,0.0010000000474974,0.1226746439933776,0.6567844748497009,0.4111348986625671,0.9548090100288392,0.9722839593887328,0.1354303063750267,0.7022222280502319,0.4984227120876312
1,0.9604028463363647,0.963554620742798,0.0010000000474974,0.0987554639577865,0.7019475102424622,0.5917202234268188,0.9620075821876526,0.976957619190216,0.1068062295317649,0.6941896080970764,0.7160883545875549
2,0.9626312255859376,0.9673269987106324,0.0010000000474974,0.0936511605978012,0.7134786248207092,0.6309778690338135,0.9596080780029296,0.976676106452942,0.1397296874523162,0.6378896832466125,0.8391166925430298
3,0.962759792804718,0.9677505493164062,0.0010000000474974,0.0914529785513877,0.7074882984161377,0.6473947167396545,0.961807668209076,0.97722327709198,0.0964308171272277,0.6863905191421509,0.7318611741065979
4,0.9643025398254396,0.9690658450126648,0.0010000000474974,0.0900768116116523,0.7151514887809753,0.6738044023513794,0.9312137365341188,0.9714990258216858,0.1481962292194366,0.4776119291782379,0.908517360687256
5,0.965031087398529,0.9691545367240906,0.0010000000474974,0.0890977904200553,0.7194298505783081,0.6845110654830933,0.9594081044197084,0.97808438539505,0.12559518355131138,0.6383495330810547,0.8296530246734619
6,0.9653310775756836,0.969446301460266,0.0010000000474974,0.0886073410511016,0.720895528793335,0.6895074844360352,0.9328134655952454,0.9748721718788148,0.1446801065206527,0.4841402471065521,0.914826512336731
7,0.965930998325348,0.9723135232925416,0.0010000000474974,0.0866870433092117,0.727477490901947,0.6916488409042358,0.965406894683838,0.97368586063385,0.1010915650725364,0.7068965435028076,0.7760252356529236
8,0.9655452966690063,0.9712945222854614,0.0010000000474974,0.0860010683536529,0.7222635746002197,0.6923626065254211,0.925614893436432,0.9592124223709106,0.1858209459781646,0.4564183950424194,0.908517360687256
9,0.966359555721283,0.9714601635932922,0.0010000000474974,0.0849579423666,0.7326284050941467,0.6923626065254211,0.9594081044197084,0.9771865606307985,0.1004985063076019,0.7714285850524902,0.511040985584259
10,0.9668737649917604,0.9706614017486572,0.0010000000474974,0.0854842066764831,0.7336309552192688,0.7037830352783203,0.9626075029373168,0.979415774345398,0.09348654139041901,0.6756756901741028,0.7886435389518738
11,0.9656310081481934,0.971380650997162,0.0010000000474974,0.0859156250953674,0.7207074165344238,0.6980727910995483,0.9650070071220398,0.9807193279266356,0.0892677469849586,0.7138554453849792,0.7476340532302856
12,0.9664881229400636,0.9737568497657776,0.0010000000474974,0.0842721536755561,0.7264081835746765,0.7087794542312622,0.9364126920700072,0.9636991620063782,0.12268747526407241,0.499029129743576,0.8107255697250366
13,0.9660167098045348,0.973620057106018,0.0010000000474974,0.0835860967636108,0.7285714149475098,0.6916488409042358,0.963407337665558,0.9808607697486876,0.0868633179664611,0.694767415523529,0.7539432048797607
14,0.9673880338668824,0.9738847017288208,0.0010000000474974,0.082715019583702,0.7370370626449585,0.7102069854736328,0.963007390499115,0.9778597354888916,0.08637612450122831,0.7323943376541138,0.6561514139175415
15,0.9675166010856628,0.973237693309784,0.0010000000474974,0.0827151089906692,0.7393894195556641,0.7087794542312622,0.9628074169158936,0.9771441221237184,0.0872465758323669,0.7106109261512756,0.6971608996391296
16,0.9678594470024108,0.9756777882575988,0.0010000000474974,0.081651285290718,0.7416480779647827,0.7130621075630188,0.963807225227356,0.9770681858062744,0.08621848511695861,0.7085889577865601,0.7287065982818604
17,0.9680737257003784,0.9745336771011353,0.0010000000474974,0.0817719846963882,0.7397660613059998,0.7223411798477173,0.9652069807052612,0.9795613288879396,0.0891995592713356,0.7160120606422424,0.7476340532302856
18,0.9672166109085084,0.9748327732086182,0.0010000000474974,0.0815327242016792,0.7383807897567749,0.7030692100524902,0.9642071723937988,0.981184720993042,0.0877166255116462,0.694915235042572,0.7760252356529236
19,0.968288004398346,0.9739004969596864,0.0010000000474974,0.0813292264938354,0.7468259930610657,0.7137758731842041,0.9658068418502808,0.98090660572052,0.0827668322920799,0.7433333396911621,0.7034700512886047
