epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9344490766525269,0.927498996257782,0.0010000000474974,0.198809340596199,0.9423366189002992,0.9863914251327516,0.954823911190033,0.9363263845443726,0.2170755612850189,0.9638351798057556,0.9862306118011476
1,0.9550414085388184,0.9586687088012696,0.0010000000474974,0.1365735083818435,0.9616423845291138,0.9887058138847352,0.9123277068138124,0.9620154500007628,0.3122678744792938,0.9869828224182128,0.9135112166404724
2,0.960374116897583,0.9654114842414856,0.0010000000474974,0.1234554946422576,0.9664587378501892,0.9896315336227416,0.9670750498771667,0.9541177749633788,0.1341519105434417,0.9741525650024414,0.989242672920227
3,0.961358606815338,0.9674981236457824,0.0010000000474974,0.1190510019659996,0.96903657913208,0.987965166568756,0.9341500997543336,0.961212396621704,0.2153034406900406,0.9833782315254213,0.9419105052947998
4,0.9593075513839722,0.9688540697097778,0.0010000000474974,0.1193099319934845,0.9682842493057252,0.9863914251327516,0.9689892530441284,0.9650155901908876,0.11890692740678781,0.9762207865715028,0.989242672920227
5,0.9606202244758606,0.9698558449745178,0.0010000000474974,0.1174682825803756,0.9685003757476808,0.9876874685287476,0.9670750498771667,0.9663856029510498,0.12049057811498641,0.9757652878761292,0.9875215291976928
6,0.9629173874855042,0.9713670015335084,0.0010000000474974,0.1123355776071548,0.9709683060646056,0.9876874685287476,0.9452526569366456,0.9297456741333008,0.19131498515605921,0.9445576667785645,0.9969879388809204
7,0.9630814790725708,0.973711371421814,0.0010000000474974,0.1098249927163124,0.971746265888214,0.9870394468307496,0.9513782262802124,0.9624658823013306,0.1516000080108642,0.9526163935661316,0.9948365092277528
8,0.9625892043113708,0.9725710153579712,0.0010000000474974,0.1118888258934021,0.9705293774604796,0.9877800345420836,0.969754993915558,0.9620916843414308,0.1207391443848609,0.9746299982070924,0.9918244481086732
9,0.9639018774032592,0.9734219312667848,0.0010000000474974,0.1083577647805213,0.9724603295326232,0.987224578857422,0.9624808430671692,0.9570103883743286,0.1330760467052459,0.9641367793083192,0.9948365092277528
10,0.9655426740646362,0.9756976366043092,0.0010000000474974,0.1062522828578949,0.9730271697044371,0.988520622253418,0.9540581703186036,0.9420226216316224,0.1709633666276931,0.9546204805374146,0.9956970810890198
11,0.9639838933944702,0.9747692942619324,0.0010000000474974,0.1051937639713287,0.9731531143188475,0.9865765571594238,0.9540581703186036,0.9502160549163818,0.155845780968666,0.9557485580444336,0.9944062232971193
12,0.9620969891548156,0.9756003618240356,0.0010000000474974,0.1070465445518493,0.971285343170166,0.9863914251327516,0.9678407311439514,0.9762815833091736,0.1191473725438118,0.9798628687858582,0.9840791821479796
13,0.96250718832016,0.9746859073638916,0.0010000000474974,0.1060163006186485,0.9726765751838684,0.985373079776764,0.9670750498771667,0.9730432033538818,0.1083617258071899,0.974554717540741,0.9888123869895936
14,0.9636557698249816,0.9731127619743348,0.0010000000474974,0.1079480499029159,0.9721943736076356,0.987224578857422,0.9620980024337769,0.9715617895126344,0.1413255232572555,0.9826464056968688,0.9746127128601074
15,0.9648863673210144,0.9744372367858888,0.0010000000474974,0.1043005585670471,0.9739583134651184,0.9867616891860962,0.9712863564491272,0.9677340984344482,0.10694610804319381,0.977089524269104,0.990963876247406
16,0.9648043513298036,0.9754604697227478,0.0010000000474974,0.1047055423259735,0.9740425944328308,0.9865765571594238,0.9678407311439514,0.9720653295516968,0.1116602990031242,0.972175359725952,0.9922547340393066
17,0.9652965664863586,0.9748716354370116,0.0010000000474974,0.1051253303885459,0.9737106561660768,0.9875023365020752,0.9693721532821656,0.9745358228683472,0.10803702205419541,0.9774467945098876,0.98838210105896
18,0.9657067656517028,0.9773297905921936,0.0010000000474974,0.1017816066741943,0.97450190782547,0.9871320128440856,0.9670750498771667,0.97077077627182,0.10985959798097611,0.9773890972137452,0.985800325870514
19,0.9657888412475586,0.9768949747085572,0.0010000000474974,0.1019369140267372,0.974851369857788,0.9868543148040771,0.968606412410736,0.9541334509849548,0.13425499677658081,0.9718013405799866,0.9935455918312072
20,0.9643941521644592,0.9740742444992064,0.0010000000474974,0.1057063639163971,0.97429096698761,0.9858359694480896,0.969754993915558,0.9752641916275024,0.1044599014520645,0.9762409925460817,0.990103244781494
21,0.966527223587036,0.976625382900238,0.0010000000474974,0.1010686010122299,0.9753063917160034,0.987224578857422,0.969754993915558,0.9740427732467652,0.1047060537338256,0.9770506024360656,0.989242672920227
22,0.9648043513298036,0.9777987599372864,0.0010000000474974,0.1008582711219787,0.9739559292793274,0.98666912317276,0.9578866958618164,0.9431789517402648,0.1699881601333618,0.9585749506950378,0.9956970810890198
23,0.9657067656517028,0.9771255254745485,0.0010000000474974,0.1017494276165962,0.9748491048812866,0.9867616891860962,0.9640122652053832,0.9669615626335144,0.12167761951684951,0.966527223587036,0.9939758777618408
24,0.9659529328346252,0.9788365364074708,0.0010000000474974,0.0996527299284935,0.9749428629875184,0.9869468808174132,0.968606412410736,0.971501350402832,0.1091163951158523,0.9778345823287964,0.9870912432670592
25,0.9670194387435912,0.9771302342414856,0.0010000000474974,0.0996917858719825,0.9754937887191772,0.9875949025154114,0.9705206751823424,0.9723812937736512,0.1084089550375938,0.975857675075531,0.9913941621780396
26,0.9655426740646362,0.9770293235778807,0.0010000000474974,0.1007942408323288,0.9748445153236388,0.9865765571594238,0.9586523771286012,0.9471076130867004,0.1541457670927047,0.9597510099411012,0.9952667951583862
27,0.9657888412475586,0.9765374064445496,0.0010000000474974,0.0995072573423385,0.9751120805740356,0.9865765571594238,0.9705206751823424,0.9766417145729064,0.101161738038063,0.9782886505126952,0.9888123869895936
28,0.9661169648170472,0.9774024486541748,0.0010000000474974,0.0983355566859245,0.9753820896148682,0.98666912317276,0.9689892530441284,0.9749691486358644,0.1063300716876983,0.9762207865715028,0.989242672920227
29,0.9661990404129028,0.978376567363739,0.0010000000474974,0.0977263674139976,0.9752973318099976,0.9868543148040771,0.9632465839385986,0.960799276828766,0.1308196681737899,0.9657190442085266,0.9939758777618408
30,0.9653786420822144,0.9770554900169371,0.0010000000474974,0.10039022564888,0.9753617644309998,0.9858359694480896,0.9218989014625548,0.9769890308380128,0.1896276968717575,0.9889298677444458,0.9225473403930664
31,0.9655426740646362,0.9775822758674622,0.0010000000474974,0.1009740233421325,0.9755405187606812,0.9858359694480896,0.965926468372345,0.9587516784667968,0.1258888962864875,0.9685534834861756,0.9939758777618408
32,0.9663631319999696,0.9790618419647216,0.0010000000474974,0.0981214791536331,0.9750411510467528,0.987317144870758,0.9689892530441284,0.9683809876441956,0.11384048789739601,0.9734064936637878,0.9922547340393066
