epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6608956456184387,0.8732367157936096,0.0010000000474974,0.8110167236328124,0.7680345177650452,0.4042425453662872,0.6690661907196045,0.897526204586029,0.796890914440155,0.7517442107200623,0.5170965790748596
1,0.6967645287513733,0.9025781750679016,0.0010000000474974,0.673666522026062,0.766024112701416,0.6079279780387878,0.7184563279151917,0.9201329946517944,0.6729898452758789,0.7598416805267334,0.6908618211746216
2,0.702421247959137,0.9070265889167786,0.0010000000474974,0.6540276260375977,0.7612353563308716,0.6242554187774658,0.6644670963287354,0.8694676756858826,0.8851904273033142,0.7434432506561279,0.5724855065345764
3,0.7067494988441467,0.9104790687561036,0.0010000000474974,0.6419066638946533,0.7619508504867554,0.6413970589637756,0.5758848190307617,0.8190029859542847,1.028892159461975,0.6522935628890991,0.4265146851539612
4,0.704521119594574,0.9111289978027344,0.0010000000474974,0.630767569065094,0.7576708793640137,0.6412684917449951,0.7002599239349365,0.9058223962783812,0.7375718951225281,0.7261484265327454,0.6574684977531433
5,0.7058924436569214,0.9130350351333618,0.0010000000474974,0.6218952984809876,0.7577409744262695,0.6491536498069763,0.6958608031272888,0.9014997482299804,0.7611656188964844,0.7381181120872498,0.6148770451545715
6,0.7083779573440552,0.9139328002929688,0.0010000000474974,0.6204145402908325,0.761745274066925,0.653139054775238,0.7314537167549133,0.9307532906532288,0.6290391683578491,0.7792589068412781,0.6896620392799377
7,0.711206316947937,0.914099097251892,0.0010000000474974,0.6138487906455994,0.7575352787971497,0.6559245586395264,0.7048590183258057,0.9139032363891602,0.6982531547546387,0.7236147522926331,0.6580683588981628
8,0.7162202596664429,0.916420578956604,0.0010000000474974,0.6091275663375855,0.7642163634300232,0.6611527800559998,0.6344730854034424,0.8586089611053467,0.9096829891204834,0.6887592673301697,0.5194960832595825
9,0.7109492421150208,0.916085422039032,0.0010000000474974,0.6072670669555664,0.762748122215271,0.6570388078689575,0.7178564071655273,0.9085142612457277,0.7346600890159607,0.7604166865348816,0.6422715187072754
10,0.7145060896873474,0.9166128039360046,0.0010000000474974,0.6065678448677063,0.7620200514793396,0.6608527898788452,0.7392521500587463,0.9269948601722716,0.6497979164123535,0.7815370559692383,0.6974605321884155
11,0.7145918011665344,0.9174919724464417,0.0010000000474974,0.5984199495315552,0.7627201676368713,0.6661667227745056,0.7406518459320068,0.9310418367385864,0.6324136853218079,0.7812981009483337,0.7100579738616943
12,0.7160916924476624,0.9180774092674256,0.0010000000474974,0.5978799314498902,0.7628290057182312,0.6669809222221375,0.5212957262992859,0.8027929067611694,1.0843523740768433,0.5579290986061096,0.4439112246036529
13,0.7195628881454468,0.9183811545372008,0.0010000000474974,0.5996410698890686,0.7662957906723022,0.667023777961731,0.7100579738616943,0.9217088222503662,0.6611123085021973,0.747463583946228,0.6776644587516785
14,0.7179772853851318,0.91898375749588,0.0010000000474974,0.5915731639862061,0.7658087611198425,0.6668952107429504,0.6982603669166565,0.905732810497284,0.7367262840270996,0.7397536635398865,0.6604679226875305
15,0.7156203389167786,0.9178897142410278,0.0010000000474974,0.5975048990249634,0.7636318802833557,0.6667666435241699,0.5906818509101868,0.8493396639823914,0.9286989569664,0.6374083161354065,0.5212957262992859
16,0.7213199138641357,0.919443428516388,0.0010000000474974,0.5913488717079163,0.7675240635871887,0.6700664162635803,0.75384920835495,0.9388229846954346,0.5896619558334351,0.7900456190109253,0.7268546223640442
17,0.7213627696037292,0.9206607341766356,0.0010000000474974,0.5856549592018128,0.7652817964553833,0.6733233332633972,0.7376524806022644,0.9279834032058716,0.6413190364837646,0.7785619497299194,0.7058588266372681
18,0.7185344099998474,0.9202396869659424,0.0010000000474974,0.5843610019683838,0.7644964456558228,0.6717805862426758,0.7480503916740417,0.931057631969452,0.627095103263855,0.7632635831832886,0.7220556139945984
19,0.7201628684997559,0.9194640517234802,0.0010000000474974,0.5883235783576966,0.7658252716064453,0.6708806753158569,0.7486502528190613,0.9368616342544556,0.6044072508811951,0.7933318614959717,0.7184563279151917
20,0.7210627794265747,0.9204705357551576,0.0010000000474974,0.5851785392761231,0.7659314870834351,0.6726804971694946,0.7392521500587463,0.9241721034049988,0.6610594391822815,0.7645478844642639,0.6830633878707886
21,0.7202485799789429,0.9199676513671876,0.0010000000474974,0.5857933611869812,0.7643753886222839,0.6704949736595154,0.7322535514831543,0.9314183592796326,0.6132426857948303,0.764743983745575,0.7078584432601929
22,0.7247482538223267,0.920863687992096,0.0010000000474974,0.5829686374664307,0.7681829333305359,0.6766659617424011,0.6344730854034424,0.8621609807014465,0.9013367295265198,0.6715116500854492,0.5542891621589661
23,0.7268909215927124,0.9219483137130736,0.0010000000474974,0.5782637448310852,0.7696751952171326,0.6793657541275024,0.7386522889137268,0.9302880764007568,0.6301991939544678,0.7781698107719421,0.7056588530540466
24,0.7251338958740234,0.9213679432868958,0.0010000000474974,0.5809704513549805,0.7685458660125732,0.6806085109710693,0.6068786382675171,0.8577547669410706,0.9057981371879578,0.6358194947242737,0.5522895455360413
25,0.7248768210411072,0.9222899675369264,0.0010000000474974,0.5748709888458252,0.7689159512519836,0.6763231158256531,0.7544491291046143,0.9392372369766236,0.5949274301528931,0.7911873459815979,0.728854238986969
26,0.7242768406867981,0.9208939671516418,0.0010000000474974,0.583021089553833,0.7676748037338257,0.6733233332633972,0.7354528903961182,0.9273552298545836,0.6545020937919617,0.7903819680213928,0.6868626475334167
27,0.7315620183944702,0.924338698387146,0.0005000000237487,0.5670506806373596,0.7751847505569458,0.6832655072212219,0.6554688811302185,0.8829762935638428,0.8286473751068115,0.7150408625602722,0.5950809717178345
28,0.7297192811965942,0.9248666167259216,0.0005000000237487,0.5644481630325318,0.7741527557373047,0.6823226809501648,0.6690661907196045,0.8913650512695312,0.7939718961715698,0.71954345703125,0.6176764369010925
29,0.7324619889259338,0.9257310628890992,0.0005000000237487,0.5617708415985108,0.7720921039581299,0.6866937875747681,0.6802639365196228,0.8943531513214111,0.7837786674499512,0.7096630930900574,0.6402719616889954
30,0.7319477200508118,0.924838662147522,0.0005000000237487,0.5619169921875,0.7765612006187439,0.6869080662727356,0.7428514361381531,0.9302858114242554,0.6371604800224304,0.7868415117263794,0.7078584432601929
31,0.7308763861656189,0.92479807138443,0.0005000000237487,0.5650371165275574,0.7721635699272156,0.6830512285232544,0.75384920835495,0.937723994255066,0.6016746759414673,0.7910087704658508,0.7212557196617126
32,0.7309192419052124,0.9248173236846924,0.0005000000237487,0.5632741899490357,0.7749104499816895,0.6858795881271362,0.7548490166664124,0.9391202330589294,0.5919164419174194,0.7933202981948853,0.7314537167549133
33,0.7336190342903137,0.9257309436798096,0.0005000000237487,0.5598148555755615,0.775680661201477,0.688622236251831,0.7418516278266907,0.9299773573875428,0.6347342729568481,0.7814831137657166,0.7122575640678406
34,0.7327619194984436,0.9258139729499816,0.0005000000237487,0.5580742807388306,0.7737360000610352,0.6872937679290771,0.7446510791778564,0.928170919418335,0.6440795063972473,0.7859524488449097,0.7070586085319519
35,0.7322048544883728,0.9257009029388428,0.0005000000237487,0.5601523370742798,0.7762190699577332,0.6876366138458252,0.7306538820266724,0.9252074360847472,0.661466121673584,0.781361997127533,0.6974605321884155
36,0.7327190637588501,0.9263538718223572,0.0005000000237487,0.5570338220596314,0.7752760052680969,0.6890936493873596,0.7170565724372864,0.9157966375350952,0.7026216387748718,0.7729891538619995,0.6706658601760864
37,0.7335761785507202,0.926670253276825,0.0002500000118743,0.5539203734397888,0.7736667394638062,0.688193678855896,0.7298540472984314,0.9247196912765504,0.6638134121894836,0.7810020446777344,0.6888622045516968
