epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.734390377998352,0.9269068837165833,0.0010000000474974,0.6015989398956298,0.7723996639251709,0.679751455783844,0.7578484416007996,0.9351959824562072,0.6085744500160217,0.7734391093254089,0.7406518459320068
1,0.7556889057159424,0.9379664659500122,0.0010000000474974,0.5446441984176635,0.7849301099777222,0.7169488072395325,0.7566486597061157,0.9398770928382874,0.5868976712226868,0.785744845867157,0.7340531945228577
2,0.7613884806632996,0.9414247274398804,0.0010000000474974,0.5289729452133178,0.7889976501464844,0.725262463092804,0.7730454206466675,0.9452592730522156,0.5512558817863464,0.7906781435012817,0.753049373626709
3,0.7667023539543152,0.943830668926239,0.0010000000474974,0.5166301345825195,0.7953445315361023,0.7321191430091858,0.7578484416007996,0.9433658719062804,0.5592126846313477,0.7769707441329956,0.7272545695304871
4,0.7685450911521912,0.9450626373291016,0.0010000000474974,0.5104001379013061,0.795749843120575,0.7349475026130676,0.7154569029808044,0.9285907745361328,0.6312788128852844,0.7365896105766296,0.675464928150177
5,0.7739875912666321,0.9464111328125,0.0010000000474974,0.5035420870780944,0.8015891313552856,0.7392757534980774,0.7722455263137817,0.9488838315010072,0.5331512093544006,0.8000426888465881,0.7496500611305237
6,0.7760874032974243,0.9473650455474854,0.0010000000474974,0.49882503509521486,0.802997350692749,0.7439468502998352,0.7782443761825562,0.9513097405433656,0.5197243690490723,0.8086751103401184,0.753049373626709
7,0.7762588262557983,0.9483224749565125,0.0010000000474974,0.49368604183197023,0.8029636740684509,0.7430897951126099,0.7306538820266724,0.933244287967682,0.6292639970779419,0.7524282336235046,0.6970605850219727
8,0.7802871465682983,0.9490745663642884,0.0010000000474974,0.48971214056015017,0.8059687614440918,0.7476323246955872,0.7856428623199463,0.9531869888305664,0.5088376402854919,0.808688223361969,0.7556488513946533
9,0.7804157137870789,0.9495465755462646,0.0010000000474974,0.48739065885543825,0.8064918518066406,0.748532235622406,0.7476504445075989,0.9313365817070008,0.6284483671188354,0.7802640199661255,0.6972605586051941
10,0.7832869291305542,0.9506146907806396,0.0010000000474974,0.48184176445007326,0.8073828816413879,0.752646267414093,0.7518496513366699,0.9423909783363342,0.5638597011566162,0.7747323513031006,0.7234553098678589
11,0.7850010991096497,0.951168179512024,0.0010000000474974,0.4784922814369202,0.8067931532859802,0.7542746663093567,0.7812437415122986,0.9487602710723876,0.5319784283638,0.8069456219673157,0.7480503916740417
12,0.787786602973938,0.9518030285835266,0.0010000000474974,0.4747843360900879,0.8097632527351379,0.7592028975486755,0.7282543778419495,0.9309255480766296,0.6235287189483643,0.7416198253631592,0.7122575640678406
13,0.7874866127967834,0.9523182511329652,0.0010000000474974,0.4723310685157776,0.8099744915962219,0.7628026604652405,0.7566486597061157,0.9406321048736572,0.5664865374565125,0.774213969707489,0.7336532473564148
